"","Date","Open","High","Low","Close","PercentChange"
"45","11/18/2022",33606.59,33827.94,33540.64,33745.69,0.594312580336689
"46","11/17/2022",33329.27,33616.02,33239.75,33546.32,-0.0223819456676094
"47","11/16/2022",33554.93,33682.83,33516.99,33553.83,-0.116363805230377
"48","11/15/2022",33755.94,33987.06,33320.2,33592.92,0.167637245167238
"49","11/14/2022",33662.05,33964.3,33533.96,33536.7,-0.625698933206442
"50","11/11/2022",33797.75,33817.96,33394.43,33747.86,0.0963655448538692
"51","11/10/2022",33263.91,33727.73,33167.82,33715.37,3.69512276888007
"52","11/9/2022",33004.47,33065.11,32478.87,32513.94,-1.95076540605287
"53","11/8/2022",32934.56,33355.39,32831.46,33160.83,1.0169372772413
"54","11/7/2022",32454.1,32895.59,32424.99,32827,1.30783298696858
"55","11/4/2022",32265.01,32611.52,31938.92,32403.22,1.25610718331316
"56","11/3/2022",31985.05,32185.71,31727.05,32001.25,-0.455739373443121
"57","11/2/2022",32576.28,33071.93,32139.77,32147.76,-1.54790342141047
"58","11/1/2022",32862.79,32975.48,32485.23,32653.2,-0.243638291079784
"59","10/31/2022",32754.27,32883.86,32586.93,32732.95,-0.392096598482135
"60","10/28/2022",32204.31,32889.81,32158.38,32861.8,2.58643510748823
"61","10/27/2022",32062.14,32388.42,31993.21,32033.28,0.609847448625286
"62","10/26/2022",31738.44,32172.42,31738.44,31839.11,0.00744422952852265
"63","10/25/2022",31463.65,31876.15,31423.53,31836.74,1.07023513299526
"64","10/24/2022",31187.32,31603.63,31161.41,31499.62,1.34178137193332
"65","10/21/2022",30291.18,31119.27,30206.28,31082.56,2.46911097565439
"66","10/20/2022",30411.92,30822.96,30265.2,30333.59,-0.296544055461828
"67","10/19/2022",30439.04,30662.11,30226.9,30423.81,-0.327580445422909
"68","10/18/2022",30697.52,30837.9,30301.83,30523.8,1.11966479625201
"69","10/17/2022",30059.58,30311.95,29997.62,30185.82,1.85926492576471
"70","10/14/2022",30192.21,30428.82,29614.3,29634.83,-1.34456461526989
"71","10/13/2022",28755.83,30168.54,28660.94,30038.72,2.83411814445661
"72","10/12/2022",29233.06,29455.12,29136.03,29210.85,-0.0969247096106293
"73","10/11/2022",29085.2,29608.42,29074.23,29239.19,0.124337051688045
"74","10/10/2022",29419.09,29485.82,29010.41,29202.88,-0.320547063347213
"75","10/7/2022",29685.27,29685.27,29142.66,29296.79,-2.10562790582665
"76","10/6/2022",30206.13,30329.61,29859.34,29926.94,-1.1459717571622
"77","10/5/2022",30078.36,30454.46,29886.44,30273.87,-0.140023591253822
"78","10/4/2022",29826.67,30325.05,29826.67,30316.32,2.79893214480811
"79","10/3/2022",28855.25,29647.79,28855.25,29490.89,2.66446096170269
"80","9/30/2022",29123.03,29355.78,28715.85,28725.51,-1.71117044263576
"81","9/29/2022",29513.73,29513.73,28997.34,29225.61,-1.54337020874055
"82","9/28/2022",29198.92,29811.78,29114.97,29683.74,1.88347413196298
"83","9/27/2022",29419.88,29659.12,28958.22,29134.99,-0.429994931787602
"84","9/26/2022",29536.84,29630.77,29161.12,29260.81,-1.11387439376473
"85","9/23/2022",29955.65,29955.65,29250.47,29590.41,-1.61676754216223
"86","9/22/2022",30204.52,30302.28,29994.53,30076.68,-0.354826333878655
"87","9/21/2022",30819.39,31020.79,30181.99,30183.78,-1.70144625374069
"88","9/20/2022",30888.53,30888.53,30465.91,30706.23,-1.01048753565479
"89","9/19/2022",30722.86,31026.89,30559.37,31019.68,0.639988683562167
"90","9/16/2022",30866.61,30866.61,30550.08,30822.42,-0.450231930810274
"91","9/15/2022",31124.68,31277.69,30882.08,30961.82,-0.556510355357895
"92","9/14/2022",31141.02,31276.82,30885.02,31135.09,0.0968333999357626
"93","9/13/2022",32006.5,32006.5,31018.54,31104.97,-3.94168369808043
"94","9/12/2022",32159.49,32504.04,32159.49,32381.34,0.714207735762736
"95","9/9/2022",31876.22,32227.74,31876.22,32151.71,1.18708323524635
"96","9/8/2022",31481.95,31783.37,31321.5,31774.52,0.61188146902216
"97","9/7/2022",31145.63,31644.34,31095.21,31581.28,1.39982597695318
"98","9/6/2022",31343.79,31463.89,31048.46,31145.3,-0.552837242212573
"99","9/2/2022",31848.5,32026.9,31182.09,31318.44,-1.06765073245806
"100","9/1/2022",31454.58,31677.51,31219.75,31656.42,0.463306911394094
"101","8/31/2022",31827.15,31966.04,31509.59,31510.43,-0.882140060967185
"102","8/30/2022",32163.84,32205.66,31647.22,31790.87,-0.959905592045116
"103","8/29/2022",32188,32325.16,31972.79,32098.99,-0.571222361956919
"104","8/26/2022",33293.43,33364.7,32278.22,32283.4,-3.02891584649423
"105","8/25/2022",33029.27,33306.09,32889.85,33291.78,0.978336467063367
"106","8/24/2022",32899.01,33095.5,32828.56,32969.23,0.181223770943384
"107","8/23/2022",33033.52,33138.26,32858.89,32909.59,-0.465829351362432
"108","8/22/2022",33586.59,33586.59,33007.63,33063.61,-1.90801602290817
"109","8/19/2022",33904.69,33904.69,33627.09,33706.74,-0.859730157086797
"110","8/18/2022",33981.86,34043.83,33844.46,33999.04,0.0550907113293847
"111","8/17/2022",34029.55,34161.01,33828.41,33980.32,-0.502722972967044
"112","8/16/2022",33924.35,34281.36,33852.57,34152.01,0.706436929928957
"113","8/15/2022",33710.7,33954.71,33582.96,33912.44,0.448416148194441
"114","8/12/2022",33430.72,33767.09,33398.32,33761.05,1.27301257144161
"115","8/11/2022",33451.51,33651.8,33289.83,33336.67,0.0815382754054209
"116","8/10/2022",33130.63,33364.41,33130.63,33309.51,1.63267622514028
"117","8/9/2022",32807.36,32877.53,32702.66,32774.41,-0.177049963237682
"118","8/8/2022",32877.36,33109.96,32769.1,32832.54,0.0886186735732522
"119","8/5/2022",32593.9,32814.61,32489.62,32803.47,0.234211573260101
"120","8/4/2022",32805.69,32829.22,32652.63,32726.82,-0.261120000000001
"121","8/3/2022",32514.21,32912.74,32514.21,32812.5,1.28512104980311
"122","8/2/2022",32691.29,32772.93,32387.12,32396.17,-1.22637079857555
"123","8/1/2022",32755.71,32972.03,32640.79,32798.4,-0.142273755652652
"124","7/29/2022",32515.62,32910.18,32493.02,32845.13,0.96988499408077
"125","7/28/2022",32197.62,32609.54,31982.61,32529.63,1.03125730838861
"126","7/27/2022",31865.05,32336.23,31799.43,32197.59,1.37288683105416
"127","7/26/2022",31950.04,31950.04,31705.36,31761.54,-0.714284821150583
"128","7/25/2022",31950.93,32029.03,31821.67,31990.04,0.284489090509538
"129","7/22/2022",32167.92,32219.25,31731.47,31899.29,-0.429535941367612
"130","7/21/2022",31826.49,32040.63,31534.08,32036.9,0.508426081511315
"131","7/20/2022",31829.99,31944.45,31646.95,31874.84,0.150155292432069
"132","7/19/2022",31165.91,31842.25,31165.91,31827.05,2.42799043916812
"133","7/18/2022",31475.98,31644.68,30982.97,31072.61,-0.689236154391448
"134","7/15/2022",30775.37,31288.26,30775.37,31288.26,2.14850260380533
"135","7/14/2022",30451.8,30680.12,30143.93,30630.17,-0.463461389103824
"136","7/13/2022",30743.63,30979.17,30514.61,30772.79,-0.673115066396442
"137","7/12/2022",31113.31,31346.1,30860.51,30981.33,-0.617537011802198
"138","7/11/2022",31277.98,31367.55,31114.4,31173.84,-0.524313017839283
"139","7/8/2022",31348.43,31511.46,31212.45,31338.15,-0.147843445262073
"140","7/7/2022",31190.65,31421.84,31154.64,31384.55,1.11757708694722
"141","7/6/2022",30957.3,31224.69,30794.84,31037.68,0.225589014661027
"142","7/5/2022",30903.12,30971.74,30355.12,30967.82,-0.416242459946628
"143","7/1/2022",30737.77,31139.35,30487.79,31097.26,1.04573681017616
"144","6/30/2022",30790,30979.85,30431.87,30775.43,-0.818194152560921
"145","6/29/2022",31067.41,31152.96,30894.53,31029.31,0.26600325265882
"146","6/28/2022",31549.05,31885.09,30934.33,30946.99,-1.56265009577501
"147","6/27/2022",31533.6,31598.59,31351.37,31438.26,-0.198154452538808
"148","6/24/2022",30846.94,31517.29,30846.94,31500.68,2.68380329989282
"149","6/23/2022",30570.33,30715.63,30293.4,30677.36,0.637172101421342
"150","6/22/2022",30352.57,30777.92,30166.01,30483.13,-0.154338729620619
"151","6/21/2022",30074.69,30653.98,30074.69,30530.25,2.1461899749672
"152","6/17/2022",29912.7,30167.52,29653.29,29888.78,-0.127944366087294
"153","6/16/2022",30305.74,30305.74,29740.35,29927.07,-2.41765744885718
"154","6/15/2022",30570.5,31011.97,30185.08,30668.53,1.0001702627678
"155","6/14/2022",30592.34,30690.8,30144.23,30364.83,-0.497792359210059
"156","6/13/2022",31144.91,31144.91,30373.72,30516.74,-2.79060892644457
"157","6/10/2022",32053.52,32053.52,31387.84,31392.79,-2.72675526348977
"158","6/9/2022",32828.62,32956.73,32267.78,32272.79,-1.93890170126007
"159","6/8/2022",33087.07,33156.5,32824.37,32910.9,-0.811449258502218
"160","6/7/2022",32783.03,33207.45,32641.85,33180.14,0.803140621306864
"161","6/6/2022",33032.04,33235.37,32819.5,32915.78,0.0488758256154365
"162","6/3/2022",32986.32,33135.61,32839.21,32899.7,-1.04841513606118
"163","6/2/2022",32809.01,33248.61,32509.43,33248.28,1.32583716994638
"164","6/1/2022",33156.31,33272.34,32584.76,32813.23,-0.536190835316754
"165","5/31/2022",33160.59,33240.22,32752.34,32990.12,-0.67094290903309
"166","5/27/2022",32735.09,33213.62,32682.01,33212.96,1.7641531026415
"167","5/26/2022",32248.17,32774.14,32248.17,32637.19,1.60929481312118
"168","5/25/2022",31816.31,32254.44,31754.33,32120.28,0.600276491749408
"169","5/24/2022",31717.61,32014.86,31365.59,31928.62,0.151755444751976
"170","5/23/2022",31395.89,31968.42,31395.89,31880.24,1.97793480242724
"171","5/20/2022",31426.94,31515.78,30635.76,31261.9,0.028061189391272
"172","5/19/2022",31262.62,31569.13,31016.41,31253.13,-0.752427670055985
"173","5/18/2022",32468.67,32468.67,31393.95,31490.07,-3.56617553611912
"174","5/17/2022",32427,32689.14,32308.15,32654.59,1.33806405403276
"175","5/16/2022",32152.15,32514.02,31928.18,32223.42,0.0831142112256315
"176","5/13/2022",31963.86,32276.05,31862.79,32196.66,1.46976234072795
"177","5/12/2022",31699.04,31914.46,31228.22,31730.3,-0.326096755963969
"178","5/11/2022",32123.24,32584.02,31798.86,31834.11,-1.01561717796295
"179","5/10/2022",32504.09,32752.17,31887.89,32160.74,-0.263476990730544
"180","5/9/2022",32685.17,32685.17,32121.98,32245.7,-1.98687695235502
"181","5/6/2022",32773.88,33055.84,32474.69,32899.37,-0.298806259900226
"182","5/5/2022",33854.17,33854.17,32685.1,32997.97,-3.12113011162893
"183","5/4/2022",33171.8,34117.74,33021.84,34061.06,2.81407802699705
"184","5/3/2022",33086.09,33341.58,32914.75,33128.79,0.203529785399939
"185","5/2/2022",32978.49,33224.95,32449.87,33061.5,0.255600761859481
"186","4/29/2022",33787.01,33919.59,32913.15,32977.21,-2.76910366934689
"187","4/28/2022",33425.96,34054.79,33248.46,33916.39,1.84511828593718
"188","4/27/2022",33450.92,33697.18,33108.89,33301.93,0.185769150467898
"189","4/26/2022",33907.49,33909.51,33230.95,33240.18,-2.37677778149785
"190","4/25/2022",33731.65,34106.01,33323.37,34049.46,0.704082055164819
"191","4/22/2022",34727.38,34727.38,33773.39,33811.4,-2.820586811739
"192","4/21/2022",35258.8,35492.22,34723.82,34792.76,-1.04670571963826
"193","4/20/2022",34962.67,35315.4,34962.67,35160.79,0.714928160590309
"194","4/19/2022",34394.62,34983.11,34394.62,34911.2,1.45157067264059
"195","4/18/2022",34411.49,34618.29,34279.08,34411.69,-0.114770938512212
"196","4/14/2022",34628.46,34889.17,34437.5,34451.23,-0.327965701314534
"197","4/13/2022",34166.64,34598.36,34140.64,34564.59,1.00592162092975
"198","4/12/2022",34412.51,34669.97,34102.81,34220.36,-0.25568320931979
"199","4/11/2022",34630.27,34701.34,34272.29,34308.08,-1.189592962439
"200","4/8/2022",34569.24,34908.46,34470.19,34721.12,0.397732217928927
"201","4/7/2022",34439.24,34705.83,34190.95,34583.57,0.252373356029342
"202","4/6/2022",34520.34,34609.84,34277.17,34496.51,-0.41762434189597
"203","4/5/2022",34876.33,35112.21,34566.04,34641.18,-0.803794068360573
"204","4/4/2022",34799.98,34940.78,34615.38,34921.88,0.297573658886558
"205","4/1/2022",34740.89,34847.91,34538.25,34818.27,0.403479404296912
"206","3/31/2022",35201.52,35201.52,34677.99,34678.35,-1.56252794232902
"207","3/30/2022",35273.63,35361.36,35058.58,35228.81,-0.185242953585292
"208","3/29/2022",35114.35,35372.26,35030.07,35294.19,0.967791121896776
"209","3/28/2022",34833.03,34957.93,34552.23,34955.89,0.271504972284409
"210","3/25/2022",34702.39,34942.7,34631.52,34861.24,0.441685677686419
"211","3/24/2022",34406.81,34713.56,34355.42,34707.94,1.01704090690805
"212","3/23/2022",34748.84,34748.84,34352.96,34358.5,-1.28983844267866
"213","3/22/2022",34583.24,34882.03,34583.24,34807.46,0.736463038365135
"214","3/21/2022",34669.85,34808.28,34341.81,34552.99,-0.58103986973935
"215","3/18/2022",34466.72,34755.2,34279.83,34754.93,0.795139086261435
"216","3/17/2022",33995.39,34483.92,33896.06,34480.76,1.2261362001697
"217","3/16/2022",33653.93,34075.94,33391.24,34063.1,1.54649040642923
"218","3/15/2022",32989.27,33620.84,32989.27,33544.34,1.81847210704793
"219","3/14/2022",33000.37,33395.59,32818.16,32945.24,0.00318720842733008
"220","3/11/2022",33279.72,33515.61,32911.89,32944.19,-0.692950849865565
"221","3/10/2022",33106.77,33236.59,32819.76,33174.07,-0.33701603514965
"222","3/9/2022",32860.42,33457.28,32860.42,33286.25,2.00293325946047
"223","3/8/2022",32885.17,33402.98,32578.73,32632.64,-0.56293342125422
"224","3/7/2022",33579.75,33579.75,32806.15,32817.38,-2.37222889917538
"225","3/4/2022",33655.43,33655.43,33254.12,33614.8,-0.53221426106965
"226","3/3/2022",33972.87,34179.07,33641.53,33794.66,-0.285294035203658
"227","3/2/2022",33379.51,34013.67,33379.51,33891.35,1.79126263892873
"228","3/1/2022",33813.48,33870.14,33107.67,33294.95,-1.76336427420735
"229","2/28/2022",33870.62,33963.63,33469.31,33892.6,-0.48783352295666
"230","2/25/2022",33277.22,34095.74,33277.22,34058.75,2.51301550724284
"231","2/24/2022",32830.33,33269.34,32272.64,33223.83,0.277890459184781
"232","2/23/2022",33680.97,33832.59,33084.9,33131.76,-1.38362174040773
"233","2/22/2022",33974.09,34024.74,33364.29,33596.61,-1.41602585508219
"234","2/18/2022",34310.45,34423.58,33976.18,34079.18,-0.678624960400182
"235","2/17/2022",34858.47,34858.47,34246.23,34312.03,-1.78117361547843
"236","2/16/2022",34951.83,35042.09,34642.64,34934.27,-0.155964015954801
"237","2/15/2022",34686.19,35047.79,34686.19,34988.84,1.2227851682729
"238","2/14/2022",34694.5,34744.56,34304.28,34566.17,-0.494817499883412
"239","2/11/2022",35267.89,35431.15,34620.52,34738.06,-1.4287947847983
"240","2/10/2022",35630.81,35800.24,35100.72,35241.59,-1.47189978992431
"241","2/9/2022",35614.9,35824.28,35614.9,35768.06,0.860846216794055
"242","2/8/2022",35160.68,35544.89,35090.42,35462.78,1.05909955022822
"243","2/7/2022",35108.38,35325.01,34993.98,35091.13,0.00396127187035133
"244","2/4/2022",35095.74,35333.55,34799.08,35089.74,-0.0610062441685365
"245","2/3/2022",35520.08,35535.94,35071.06,35111.16,-1.45433551515001
"246","2/2/2022",35378.19,35679.2,35290.12,35629.33,0.632928911087748
"247","2/1/2022",35151.47,35441.09,34977.95,35405.24,0.778154074392866
"248","1/31/2022",34691.17,35148.14,34496.1,35131.86,1.17029373540516
"249","1/28/2022",34135.24,34731.77,33807.51,34725.47,1.65303602552401
"250","1/27/2022",34261.75,34773.32,34007.78,34160.78,-0.0213942306988704
"251","1/26/2022",34520.82,34815.67,33876.48,34168.09,-0.377984198954294
"252","1/25/2022",34186.64,34591.04,33545.52,34297.73,-0.194299349619511
"253","1/24/2022",34070.61,34420.99,33150.33,34364.5,0.289300830546985
"254","1/21/2022",34701.69,34896.67,34229.55,34265.37,-1.296312672852
"255","1/20/2022",35102.66,35490.2,34670.12,34715.39,-0.894296525843851
"256","1/19/2022",35412.3,35547.83,35015.49,35028.65,-0.960799265560539
"257","1/18/2022",35661.76,35661.76,35262.02,35368.47,-1.51298416871775
"258","1/14/2022",35996.43,35996.43,35641.49,35911.81,-0.558819636469578
"259","1/13/2022",36312.49,36513.88,36044.22,36113.62,-0.486906701291135
"260","1/12/2022",36336.16,36453.49,36168.15,36290.32,0.10564928519846
"261","1/11/2022",36058.85,36271.47,35769.38,36252.02,0.507778591344819
"262","1/10/2022",36175.21,36175.21,35639.91,36068.87,-0.449303178490858
"263","1/7/2022",36249.59,36382.84,36111.53,36231.66,-0.0132739198934048
"264","1/6/2022",36409.05,36464.19,36200.68,36236.47,-0.468699657841557
"265","1/5/2022",36722.6,36952.65,36400.39,36407.11,-1.06669492780502
"266","1/4/2022",36636,36934.84,36636,36799.65,0.586550903565564
"267","1/3/2022",36321.59,36595.82,36246.45,36585.06,0.679063137240858
"268","12/31/2021",36385.85,36484.94,36303.97,36338.3,-0.164239432409618
"269","12/30/2021",36522.48,36679.44,36372.13,36398.08,-0.248159495163276
"270","12/29/2021",36421.14,36571.55,36396.19,36488.63,0.248418809606292
"271","12/28/2021",36302.99,36527.26,36302.99,36398.21,0.263977182763229
"272","12/27/2021",35954.48,36306.61,35954.48,36302.38,0.978621751650043
"273","12/23/2021",35782.42,36060.99,35782.42,35950.56,0.550066020788223
"274","12/22/2021",35491.71,35764.67,35433.13,35753.89,0.735897804337237
"275","12/21/2021",35069.5,35508.96,35069.5,35492.7,1.60465313338767
"276","12/20/2021",35222.12,35222.12,34665.5,34932.16,-1.22515088176479
"277","12/17/2021",35800.11,35800.11,35284.26,35365.44,-1.48254871350874
"278","12/16/2021",36036.28,36189.83,35778.21,35897.64,-0.0829171471491306
"279","12/15/2021",35549.35,35943.84,35389.3,35927.43,1.07823559300004
"280","12/14/2021",35605.73,35779.47,35441.74,35544.18,-0.299487110441648
"281","12/13/2021",35958.93,35958.93,35609.53,35650.95,-0.889716963586493
"282","12/10/2021",35830.55,35982.69,35710.43,35970.99,0.604955601628753
"283","12/9/2021",35722.26,35864.24,35577.14,35754.69,-0.000167809871409174
"284","12/8/2021",35716.85,35840.52,35602.65,35754.75,0.0988817570717106
"285","12/7/2021",35423.99,35819.47,35423.99,35719.43,1.3977902763872
"286","12/6/2021",34633.43,35356.75,34633.43,35227.03,1.87087479265518
"287","12/3/2021",34692.78,34801.31,34264.57,34580.08,-0.172374024207419
"288","12/2/2021",34076.25,34759.65,34076.25,34639.79,1.81573474136178
"289","12/1/2021",34678.94,35004.64,34006.98,34022.04,-1.33883467328931
"290","11/30/2021",35056.99,35056.99,34424.44,34483.72,-1.85627593854043
"291","11/29/2021",35017.71,35287.91,34895.89,35135.94,0.677949783577586
"292","11/26/2021",35366.69,35366.69,34749.8,34899.34,-2.52773543348607
"293","11/24/2021",35752.31,35825.47,35591.03,35804.38,-0.0263027101285134
"294","11/23/2021",35619.92,35841.52,35542.87,35813.8,0.546193420692471
"295","11/22/2021",35631.41,35929.66,35615.55,35619.25,0.0485085380082703
"296","11/19/2021",35879.09,35879.09,35555.37,35601.98,-0.749826809716481
"297","11/18/2021",35901.69,35952.63,35654.39,35870.95,-0.16726480300466
"298","11/17/2021",36159.7,36159.7,35909.48,35931.05,-0.584275122004122
"299","11/16/2021",36076.18,36316.61,36076.18,36142.22,0.151770213744679
"300","11/15/2021",36128.83,36236.07,36031.78,36087.45,-0.0356229627945039
"301","11/12/2021",35963.78,36147.63,35934.59,36100.31,0.498535267305698
"302","11/11/2021",36038.78,36108.17,35915.27,35921.23,-0.439884323532686
"303","11/10/2021",36299.25,36346.61,36009.5,36079.94,-0.660903447634059
"304","11/9/2021",36404.53,36416.98,36173.07,36319.98,-0.308078947700684
"305","11/8/2021",36416.46,36565.73,36334.42,36432.22,0.287024178353042
"306","11/5/2021",36268.75,36484.75,36190.2,36327.95,0.563942816220564
"307","11/4/2021",36107.46,36168.03,35986.48,36124.23,-0.0922351551182312
"308","11/3/2021",36059.09,36178.51,35891.73,36157.58,0.291102202530036
"309","11/2/2021",35935.11,36088.81,35884.13,36052.63,0.386452687877434
"310","11/1/2021",35833.65,36009.74,35797.97,35913.84,0.263208146610396
"311","10/29/2021",35712.28,35852.53,35633.2,35819.56,0.249310952441709
"312","10/28/2021",35545.41,35742.25,35545.41,35730.48,0.675641978220206
"313","10/27/2021",35835.43,35835.43,35490.43,35490.69,-0.744444146133541
"314","10/26/2021",35791.05,35892.92,35734.73,35756.88,0.044010895004766
"315","10/25/2021",35692.62,35787.04,35629.37,35741.15,0.179751559967746
"316","10/22/2021",35607.72,35765.02,35533.95,35677.02,0.207678661509047
"317","10/21/2021",35520.32,35612.36,35442.53,35603.08,-0.0175796574718733
"318","10/20/2021",35475.16,35669.69,35465.71,35609.34,0.428769131104415
"319","10/19/2021",35325.37,35462.68,35290.12,35457.31,0.563550293105704
"320","10/18/2021",35221.02,35327.57,35035.94,35258.61,-0.102423135898931
"321","10/15/2021",35023.63,35320.97,35023.63,35294.76,1.09473496071329
"322","10/14/2021",34443.22,34923.83,34443.22,34912.56,1.55550920782912
"323","10/13/2021",34372.71,34449.83,34115.1,34377.81,-0.00154166838770818
"324","10/12/2021",34507.15,34611.24,34318.94,34378.34,-0.341256363770243
"325","10/11/2021",34723.79,34951.35,34486.51,34496.06,-0.720048926143116
"326","10/8/2021",34757.57,34842.62,34661.95,34746.25,-0.025003639770353
"327","10/7/2021",34509.72,34975.19,34509.72,34754.94,0.981927821113945
"328","10/6/2021",34198.96,34432.68,33854.69,34416.99,0.298181506626757
"329","10/5/2021",34035.25,34490.95,34035.25,34314.67,0.916833024928447
"330","10/4/2021",34312.96,34410.28,33821.58,34002.92,-0.942538205221281
"331","10/1/2021",33930.7,34490.56,33785.54,34326.46,1.42578046514707
"332","9/30/2021",34467.98,34557.37,33833.32,33843.92,-1.58996380418905
"333","9/29/2021",34360.08,34580.42,34305.96,34390.72,0.264519027556577
"334","9/28/2021",34747.7,34798.21,34254.65,34299.99,-1.63289442854862
"335","9/27/2021",34739.27,35061.12,34739.27,34869.37,0.205097994137602
"336","9/24/2021",34762.31,34857.06,34648.08,34798,0.0954413110725161
"337","9/23/2021",34296.3,34879.78,34296.3,34764.82,1.47847296656695
"338","9/22/2021",34006.87,34440.42,34006.87,34258.32,0.99788206548145
"339","9/21/2021",34025.61,34313.88,33914.02,33919.84,-0.149041211381546
"340","9/20/2021",34459.72,34459.72,33613.03,33970.47,-1.7765277774565
"341","9/17/2021",34737.86,34779.86,34519.63,34584.88,-0.478945835726534
"342","9/16/2021",34810.27,34943.55,34540.11,34751.32,-0.181160721184544
"343","9/15/2021",34580.95,34880.77,34522.03,34814.39,0.684894861032744
"344","9/14/2021",34906.9,34990.36,34510.3,34577.57,-0.837576997519038
"345","9/13/2021",34665.5,34939.1,34665.5,34869.63,0.756796460442919
"346","9/10/2021",34949.59,35104.25,34599.61,34607.72,-0.778855587455959
"347","9/9/2021",35013.08,35199.89,34847.3,34879.38,-0.433015605860747
"348","9/8/2021",35087.45,35175.15,34925.61,35031.07,-0.196381766381767
"349","9/7/2021",35373.24,35373.24,35060.9,35100,-0.76080555083548
"350","9/3/2021",35401.73,35422.71,35269.4,35369.09,-0.210840705093309
"351","9/2/2021",35353.06,35475.4,35348.48,35443.82,0.371794374404782
"352","9/1/2021",35387.55,35407.37,35287.05,35312.53,-0.13630940311471
"353","8/31/2021",35391.38,35449.79,35289.86,35360.73,-0.110480725336593
"354","8/30/2021",35471.8,35510.71,35374.46,35399.84,-0.157830312671006
"355","8/27/2021",35231.11,35479.18,35231.11,35455.8,0.689174943884553
"356","8/26/2021",35449.68,35498.45,35205.1,35213.12,-0.543361907048333
"357","8/25/2021",35388.77,35501.14,35287.63,35405.5,0.110953207944515
"358","8/24/2021",35382.72,35445.47,35356.18,35366.26,0.0864564487313341
"359","8/23/2021",35160.97,35428.91,35160.97,35335.71,0.613979239227238
"360","8/20/2021",34917.96,35177.26,34867.07,35120.08,0.647558958357451
"361","8/19/2021",34874.67,34997.81,34690.25,34894.12,-0.190413861968971
"362","8/18/2021",35310.2,35356.8,34943.41,34960.69,-1.08249715363146
